timestamp,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,cpu4_pct,cpu5_pct,cpu6_pct,cpu7_pct
1765620787,0.00,0.00,0.00,0.00,0.00,1.98,0.00,5.94
1765620788,0.00,0.00,0.00,0.99,0.00,0.99,2.97,0.00
1765620789,1.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00
1765620790,0.00,0.00,0.00,0.99,0.00,1.98,5.94,0.00
1765620791,0.96,0.00,0.00,0.00,0.00,0.00,3.84,0.96
1765620792,0.00,2.91,0.00,0.97,0.00,0.00,4.85,0.00
1765620793,0.00,4.71,0.00,1.89,0.00,0.00,0.00,0.00
1765620794,1.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00
1765620795,0.99,2.97,0.99,0.00,0.00,0.00,0.00,0.00
1765620796,0.96,2.88,0.00,0.00,0.00,0.00,0.96,0.00
1765620797,0.00,2.78,0.00,0.93,0.00,0.00,1.85,0.93
1765620799,0.99,3.96,0.99,0.00,0.00,0.00,0.00,0.00
1765620800,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1765620801,0.00,3.00,0.00,1.00,1.00,0.00,1.00,0.00
1765620802,0.00,2.97,0.99,0.00,0.00,0.00,1.98,0.00
1765620803,0.00,3.96,1.98,0.99,0.00,0.00,0.99,0.00
1765620804,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00
1765620805,1.98,3.96,0.00,0.99,0.99,0.00,0.00,0.00
1765620806,1.92,3.85,0.00,0.00,0.00,0.00,1.92,0.00
1765620807,2.88,13.46,0.00,0.96,0.96,0.00,0.00,0.00
1765620808,0.00,2.97,0.99,0.00,0.99,0.00,0.99,0.00
1765620809,0.00,2.97,1.98,0.00,0.00,0.00,0.99,0.00
1765620810,0.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00
1765620811,0.00,4.95,0.00,0.00,0.99,0.00,0.00,0.00
1765620812,0.00,2.97,0.00,0.00,0.00,0.99,0.99,0.00
1765620813,0.00,0.96,3.84,0.00,0.96,0.00,0.00,0.00
1765620814,0.00,1.92,3.85,0.00,0.96,1.92,1.92,0.00
1765620815,0.99,0.00,1.98,0.00,0.00,0.00,0.99,0.99
1765620816,2.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00
1765620817,0.99,0.00,2.97,0.00,0.99,0.00,0.00,0.00
1765620818,0.00,0.00,2.94,0.00,0.00,0.00,1.96,2.94
1765620819,0.00,0.99,3.96,0.00,0.00,0.00,0.99,0.00
1765620820,0.00,0.00,4.00,2.00,0.00,0.00,1.00,0.00
1765620821,0.99,0.00,2.97,0.00,0.00,0.99,0.00,0.99
1765620822,0.00,0.00,2.97,0.00,0.00,0.99,0.00,0.00
1765620823,0.99,0.00,3.96,0.00,0.00,0.00,1.98,0.00
1765620824,0.94,0.00,2.83,0.94,0.00,0.00,0.00,0.00
1765620825,0.00,0.00,3.96,0.99,0.00,1.98,0.00,0.00
1765620826,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00
1765620827,0.00,0.00,1.96,0.00,0.00,0.98,0.00,1.96
1765620828,0.00,3.77,0.00,0.00,0.00,0.00,3.78,0.00
1765620829,0.00,0.96,2.88,0.96,0.00,0.00,0.00,0.00
1765620831,0.98,1.96,0.00,0.98,0.00,0.00,6.86,0.00
1765620832,0.00,1.98,0.00,0.99,0.00,0.00,3.96,0.00
1765620833,0.98,1.96,0.00,0.98,0.00,0.00,3.92,0.00
1765620834,1.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00
1765620835,0.00,0.00,6.00,1.00,0.00,0.00,1.00,1.00
1765620836,0.98,0.00,1.96,4.90,0.00,0.00,0.00,0.00
1765620837,0.99,1.98,0.00,0.00,0.00,3.96,0.00,0.00
1765620838,0.98,0.00,0.00,2.94,0.00,0.00,0.98,0.00
1765620839,5.60,1.87,0.00,0.00,0.00,0.00,0.00,0.00
1765620840,1.00,3.00,0.00,1.00,0.00,0.00,0.00,2.00
1765620841,0.00,4.00,1.00,0.00,0.00,2.00,0.00,1.00
1765620842,0.96,3.85,0.96,0.00,0.00,0.96,1.92,0.00
1765620843,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00
1765620844,0.99,3.96,0.00,0.99,0.00,0.00,1.98,0.00
1765620845,1.98,0.99,0.00,1.98,0.00,5.94,0.00,0.00
1765620846,0.00,1.90,0.00,5.71,0.00,0.00,0.00,0.00
1765620847,0.00,1.00,0.00,0.00,1.00,5.00,1.00,0.00
1765620848,0.00,1.00,0.00,0.00,1.00,2.00,2.00,0.00
1765620849,0.00,0.98,0.00,0.00,0.00,4.90,0.00,0.00
1765620850,0.00,0.00,0.00,0.00,1.90,2.86,1.90,0.00
1765620851,0.00,0.00,0.00,0.00,0.93,0.00,6.48,0.00
1765620852,0.00,1.92,0.96,0.00,0.00,0.00,0.00,4.81
1765620853,2.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00
1765620854,0.00,0.00,0.00,2.86,0.95,0.00,4.76,0.00
1765620855,0.95,0.00,0.00,1.90,0.95,0.00,5.71,0.00
1765620856,0.93,4.67,0.00,0.00,1.87,0.93,0.00,0.00
1765620858,0.00,1.98,0.99,0.00,0.00,0.00,0.00,4.95
1765620859,0.00,1.98,0.00,0.00,0.00,0.00,0.00,4.95
1765620860,0.00,0.00,0.00,5.77,0.96,0.00,1.92,0.00
1765620861,0.00,0.99,0.99,3.96,0.00,0.00,1.98,0.00
1765620862,0.00,0.00,0.00,0.00,0.00,0.95,1.90,3.81
1765620863,0.00,0.00,0.99,0.00,0.99,0.00,0.00,3.96
1765620864,0.00,0.00,3.96,0.00,0.00,0.99,0.00,0.99
1765620865,1.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00
1765620866,0.00,2.00,1.00,0.00,0.00,5.00,0.00,0.00
1765620867,3.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1765620868,0.00,0.00,0.00,0.99,0.99,0.00,0.00,1.98
1765620869,0.00,0.00,0.00,0.00,0.00,0.00,0.94,6.60
1765620870,0.00,0.00,1.89,0.00,0.00,0.00,0.00,6.60
1765620871,0.00,0.96,0.00,2.88,3.85,0.00,0.00,0.00
1765620872,0.00,3.84,0.00,0.00,0.00,0.96,0.00,0.00
1765620873,0.95,0.95,3.81,0.00,0.00,0.00,0.00,0.95
1765620874,0.00,1.98,3.96,0.99,0.00,0.00,0.00,0.00
1765620875,0.00,0.00,0.00,0.98,0.98,0.00,0.00,4.90
1765620876,0.00,0.00,0.00,0.00,4.85,0.00,0.00,4.85
1765620877,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00
1765620878,0.00,0.97,0.00,0.00,0.00,1.94,0.00,1.94
1765620879,1.89,2.83,0.00,0.00,0.00,0.00,0.00,3.77
1765620880,0.00,0.00,0.00,0.97,0.00,0.97,0.00,2.91
1765620881,0.00,0.00,0.99,0.00,1.98,0.99,0.00,3.96
1765620883,0.00,0.00,0.00,0.00,0.97,4.85,0.00,0.97
